"host_is_superhost","identity_varified_host","Allston","Back Bay","Beacon Hill","Brighton","Charlestown","Dorchester","Downtown","East Boston","Fenway","Jamaica Plain","Mission Hill","North End","Other","Roslindale","Roxbury","South Boston","South Boston Waterfront","South End","is_apartment","is_condominium","is_house","is_other_type","is_Entire_home/apt","is_Private_room","is_shared_room","accommodates","bathrooms","bedrooms","beds","Airbed","Couch","Futon","Pull-out Sofa","Real Bed","price","is_deposit","is_clean_fee","guests_included","is_extra_people","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","Cancellation_policy_flexible","Cancellation_policy_moderate","Cancellation_policy_strict","Cancellation_policy_SuperStrict","reviews_per_month"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","2","1.5","1","1","0","0","0","0","1","99.00 ","1","1","1","0","125","94","9","10","10","10","9","9","0","0","1","0","4.58"
"1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","2","1","1","1","0","0","0","0","1","75.00 ","0","0","1","0","93","96","10","10","10","10","10","10","0","1","0","0","3.72"
"1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","2","1","1","1","0","0","0","0","1","85.00 ","0","1","1","0","8","100","10","10","10","10","10","10","0","1","0","0","2.96"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","2","1","1","1","0","0","0","0","1","75.00 ","0","0","1","0","178","92","9","9","10","10","9","9","1","0","0","0","6.36"
"1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","2","1","1","1","0","0","0","0","1","79.00 ","0","1","2","1","34","95","10","10","10","10","9","10","0","1","0","0","5.67"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1.5","1","1","0","0","0","0","1","58.00 ","0","1","1","0","3","100","10","10","10","10","8","10","0","0","1","0","0.52"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","1","0","1","0","0","0","0","1","90.00 ","0","0","1","0","4","100","10","10","10","10","10","10","1","0","0","0","0.18"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","2","1","1","1","0","0","0","0","1","70.00 ","0","0","1","0","12","95","10","10","10","10","10","10","0","1","0","0","2.28"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","2","1","1","1","0","0","0","0","1","70.00 ","0","0","1","0","8","90","10","9","10","9","9","9","1","0","0","0","2.76"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","6","1","3","3","0","0","0","0","1","193.00 ","1","1","3","1","29","89","10","9","10","9","9","9","0","0","1","0","2.46"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","2","1","1","2","0","0","0","0","1","50.00 ","0","0","1","1","4","60","8","5","8","6","10","7","0","1","0","0","0.73"
"1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1.5","1","1","0","0","0","0","1","58.00 ","1","1","1","0","33","97","10","10","10","10","9","10","0","1","0","0","2.65"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","4","1","1","2","0","0","0","0","1","110.00 ","1","1","1","0","10","84","8","9","9","9","9","9","0","0","1","0","0.92"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","1","0","0","0","0","40.00 ","1","1","1","0","2","90","10","9","10","9","10","9","0","0","1","0","0.46"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","2","1","1","1","0","0","0","0","1","44.00 ","0","0","1","0","1","100","10","10","10","10","10","10","1","0","0","0","0.3"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","4","1","1","2","0","0","0","0","1","140.00 ","1","1","2","1","19","95","10","10","10","10","9","9","0","1","0","0","3.99"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1.5","1","1","0","0","0","0","1","45.00 ","0","1","1","0","1","100","10","10","10","10","10","8","0","0","1","0","0.21"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","2","1","1","1","0","0","0","0","1","75.00 ","0","0","1","0","30","87","9","8","10","10","9","9","1","0","0","0","2.66"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","4","1","2","2","0","0","0","0","1","250.00 ","0","1","3","1","42","92","10","9","10","10","9","9","0","1","0","0","1.12"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0.5","1","1","0","0","0","0","1","79.00 ","1","1","1","1","24","92","9","9","9","10","9","9","0","0","1","0","1.01"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","3","1","1","2","0","0","0","0","1","125.00 ","1","1","3","0","30","88","9","9","9","9","10","9","0","0","1","0","2.12"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","2","1","1","1","0","0","0","0","1","55.00 ","0","1","1","1","3","80","10","8","10","10","10","10","0","1","0","0","0.83"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","4","1","1","2","0","0","0","0","1","95.00 ","0","1","1","1","5","80","9","8","9","10","10","9","1","0","0","0","2.05"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0.5","1","1","0","0","0","0","1","81.00 ","1","1","1","1","17","96","10","10","10","10","10","10","0","0","1","0","2.67"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","3","1","1","0","0","0","0","1","45.00 ","0","1","1","0","1","60","8","6","10","8","10","4","1","0","0","0","1"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","4","1","1","2","0","0","0","0","1","130.00 ","0","1","3","1","12","75","8","7","8","9","9","8","0","1","0","0","2.54"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","3","1","1","1","0","0","0","0","1","227.00 ","1","1","2","1","4","95","9","10","10","9","9","9","0","0","1","0","3.43"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","1","1","1","0","0","0","0","1","184.00 ","0","1","2","1","9","100","10","10","10","10","10","10","1","0","0","0","0.19"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","2","1","1","2","0","0","0","0","1","55.00 ","0","0","1","1","6","87","8","8","9","9","9","8","1","0","0","0","6"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","2.5","1","1","0","0","0","0","1","30.00 ","0","0","1","0","3","20","4","2","2","6","6","4","1","0","0","0","0.51"
"1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","1","1","1","0","0","0","0","1","250.00 ","0","0","1","0","42","100","10","10","10","10","10","10","0","0","1","0","3.6"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","1","1","1","0","0","0","0","1","70.00 ","0","1","1","0","2","100","10","10","10","10","10","10","0","1","0","0","2"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","5","1","2","3","0","0","0","0","1","80.00 ","0","0","1","0","48","91","9","8","10","9","9","9","1","0","0","0","0.94"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","2","1","1","1","0","0","0","0","1","65.00 ","0","0","1","0","176","92","10","9","10","10","9","9","1","0","0","0","7.19"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","12","2","4","8","0","0","0","0","1","450.00 ","1","1","10","0","20","97","9","10","10","10","10","10","0","1","0","0","0.94"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","1","1","1","0","0","1","0","0","85.00 ","1","1","1","1","1","80","10","10","8","8","10","10","0","1","0","0","0.04"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","1","0","1","0","0","0","0","1","89.00 ","0","0","1","0","9","100","10","10","10","10","10","10","1","0","0","0","2.08"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","2","1","1","1","0","0","0","0","1","49.00 ","0","0","1","1","6","60","5","4","10","9","10","6","1","0","0","0","0.28"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","4","1","0","2","0","0","0","0","1","85.00 ","1","1","2","1","15","93","10","10","10","10","10","9","0","0","1","0","2.88"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","2","1","1","1","0","0","0","0","1","90.00 ","0","1","1","1","2","80","10","9","10","10","9","9","1","0","0","0","0.38"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","2","1","1","1","0","0","0","0","1","68.00 ","0","0","1","1","10","98","10","10","10","10","9","9","0","1","0","0","2.97"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1.5","1","1","0","0","0","0","1","59.00 ","0","1","1","0","90","96","10","10","10","10","9","10","0","1","0","0","7.05"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","2","1","1","1","0","0","0","0","1","79.00 ","0","0","1","1","2","90","8","10","10","10","10","8","0","1","0","0","2"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","1","1","2","0","0","0","0","1","175.00 ","0","1","3","1","6","93","10","10","10","10","10","9","0","0","1","0","1.31"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","4","1.5","2","2","0","0","0","0","1","239.00 ","1","1","2","1","7","97","10","10","10","10","10","10","0","0","1","0","1.79"
"1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","6","2","2","3","0","0","0","0","1","194.00 ","1","1","6","1","13","98","10","10","10","10","9","9","0","0","1","0","2.13"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","3","1","1","2","0","0","0","0","1","250.00 ","1","1","1","0","1","80","10","8","10","10","10","8","0","1","0","0","1"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","3","1","1","0","0","0","0","1","38.00 ","0","1","1","0","5","60","7","6","6","7","8","6","1","0","0","0","2.78"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","2","1","1","1","0","0","0","0","1","85.00 ","0","0","1","0","7","86","9","8","9","9","9","9","1","0","0","0","0.62"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","2","1","1","1","0","0","0","0","1","65.00 ","1","0","1","1","8","93","9","10","10","10","10","10","0","1","0","0","0.63"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1.5","1","1","0","0","0","0","1","55.00 ","0","1","1","0","2","100","10","10","9","10","10","9","0","0","1","0","0.78"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","6","1","2","3","0","0","0","0","1","150.00 ","1","1","2","1","34","94","10","10","10","10","9","9","0","1","0","0","3.52"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","6","1","1","3","0","0","1","0","0","163.00 ","0","1","2","1","16","89","8","9","10","10","9","9","0","1","0","0","0.4"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","3","1","1","1","0","0","0","0","1","50.00 ","0","1","2","0","2","90","10","10","10","10","9","10","1","0","0","0","0.95"
"1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","10","1","3","7","0","0","0","0","1","500.00 ","1","1","4","1","2","100","10","10","10","10","10","10","0","0","1","0","0.42"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","2","2","1","1","0","0","0","0","1","60.00 ","0","1","1","1","60","90","9","9","10","10","9","9","0","0","1","0","2.8"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","1","0","1","0","0","0","1","0","120.00 ","1","1","1","0","19","86","9","9","9","9","9","8","0","0","1","0","1.45"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","4","1","2","2","0","0","0","0","1","140.00 ","1","0","1","0","2","100","10","9","10","10","10","10","0","0","1","0","0.59"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","1","1","1","0","0","0","0","1","52.00 ","0","0","1","0","6","90","9","9","10","10","9","9","0","0","1","0","0.24"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","2","1","1","1","0","0","0","0","1","79.00 ","0","0","1","1","1","80","6","6","10","10","10","6","0","1","0","0","1"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","3","1","1","2","0","0","0","0","1","115.00 ","0","1","1","0","7","86","8","8","9","10","9","8","0","0","1","0","0.56"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","4","1","1","2","0","0","0","0","1","103.00 ","1","1","2","1","51","89","9","10","9","9","9","9","0","0","1","0","3.12"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","6","1","2","2","0","0","0","0","1","212.00 ","0","0","6","1","63","91","10","8","10","10","9","9","0","1","0","0","4.06"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","6","2.5","3","3","0","0","0","0","1","250.00 ","0","0","1","0","3","100","10","10","10","10","10","10","0","1","0","0","1.96"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","6","1","2","2","0","0","0","0","1","211.00 ","1","1","2","1","39","88","9","9","9","9","9","9","0","0","1","0","2.46"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","4","1","1","4","0","0","0","0","1","70.00 ","1","1","2","1","104","93","9","9","10","9","9","9","0","0","1","0","3.85"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","1","1","0","0","0","0","1","49.00 ","0","0","1","1","2","50","5","3","5","7","8","7","1","0","0","0","0.53"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","2","1","1","2","0","0","0","0","1","65.00 ","0","1","1","1","42","92","10","10","10","9","10","9","1","0","0","0","5.32"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","4","1","1","1","0","0","0","0","1","100.00 ","1","1","1","0","2","90","10","9","10","10","8","9","0","0","1","0","0.16"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","2","1","1","2","0","0","0","0","1","99.00 ","0","1","2","1","3","100","10","10","10","10","10","9","0","0","1","0","3"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","2","1","1","1","0","0","0","0","1","65.00 ","1","0","1","1","15","95","10","9","10","10","10","10","0","1","0","0","0.89"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","5","1","1","3","0","0","0","0","1","112.00 ","0","1","1","1","87","92","10","10","10","10","9","9","1","0","0","0","9.67"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","4","1","2","2","0","0","0","0","1","195.00 ","0","1","1","0","3","100","10","10","10","10","10","10","0","0","1","0","2.31"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","8","1","3","4","0","0","0","0","1","250.00 ","0","0","4","1","23","98","10","9","10","10","9","10","0","1","0","0","0.9"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","4","1","2","2","0","0","0","0","1","147.00 ","1","0","2","1","132","94","10","10","10","10","9","9","0","0","1","0","3.45"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","4","1","1","2","0","0","1","0","0","150.00 ","0","0","1","0","4","90","10","8","10","10","8","10","1","0","0","0","0.15"
"1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","2","1","1","1","0","0","0","0","1","99.00 ","1","1","0","0","16","95","10","9","10","10","9","9","0","1","0","0","0.95"
"1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","2","1","1","1","0","0","0","0","1","85.00 ","0","1","1","0","1","100","10","10","10","10","10","10","0","1","0","0","0.46"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","1","1","0","0","0","0","1","90.00 ","0","1","1","1","9","90","9","9","9","10","9","9","0","1","0","0","0.32"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","1","1","0","0","1","0","0","56.00 ","0","0","1","0","5","92","9","9","10","10","10","9","1","0","0","0","0.47"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","2","1","1","1","0","0","0","0","1","65.00 ","1","0","1","1","16","93","9","8","10","10","10","9","0","1","0","0","0.96"
"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","2","1","1","1","0","0","0","0","1","55.00 ","0","0","1","0","2","100","10","10","10","10","10","10","1","0","0","0","2"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","4","1.5","1","1","0","0","0","0","1","80.00 ","0","0","1","0","19","97","10","9","10","10","9","10","0","0","1","0","0.47"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","1","2","1","1","0","0","0","0","1","45.00 ","0","0","1","0","10","96","10","10","10","10","10","10","1","0","0","0","1.89"
"1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","2","1","1","1","0","0","0","0","1","119.00 ","1","1","2","1","33","99","10","10","10","10","9","10","0","0","1","0","0.87"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","1","0","0","0","0","1","75.00 ","1","0","1","1","1","100","10","10","10","10","10","10","1","0","0","0","1"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","4","1","2","2","0","0","0","0","1","155.00 ","0","0","1","0","3","100","9","10","10","10","10","10","0","1","0","0","2.81"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","4","1","1","2","0","0","0","0","1","119.00 ","0","0","1","0","4","93","9","10","10","10","9","9","1","0","0","0","0.16"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","4","1.5","1","4","0","0","0","0","1","60.00 ","0","1","1","1","163","93","9","10","9","10","9","9","0","1","0","0","4.1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","9","1.5","3","5","0","0","0","0","1","223.00 ","1","1","4","1","14","96","10","10","10","10","9","10","0","0","1","0","3.56"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","4","1.5","1","3","0","0","0","0","1","100.00 ","1","1","2","1","1","100","10","10","10","10","10","10","1","0","0","0","1"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","2","2.5","1","1","0","0","0","0","1","55.00 ","0","1","1","1","11","93","9","9","10","10","9","9","1","0","0","0","4.78"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","4","1","2","2","0","0","0","0","1","100.00 ","0","1","1","0","60","95","10","9","10","10","9","10","0","0","1","0","3.3"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","2","1","0","1","0","0","0","0","1","137.00 ","0","1","1","0","1","100","10","10","10","10","10","8","0","0","1","0","0.09"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","2","2.5","1","1","0","0","0","0","1","65.00 ","0","1","1","1","3","93","10","10","10","10","8","9","0","0","1","0","1.53"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","6","2","3","3","0","0","0","0","1","245.00 ","1","1","6","1","22","94","10","10","10","10","10","10","0","0","1","0","1.42"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","1","48.00 ","0","1","1","0","7","66","8","7","9","8","9","7","0","0","1","0","0.91"
"1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","2","1","1","1","0","0","0","0","1","50.00 ","0","1","1","0","15","96","10","10","10","10","9","10","1","0","0","0","1.55"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","4","3.5","1","2","0","0","0","0","1","65.00 ","0","1","1","1","11","91","9","9","9","9","9","9","0","0","1","0","4.12"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","3","3.5","1","2","0","0","0","0","1","65.00 ","0","1","1","1","22","95","10","10","10","10","9","9","0","0","1","0","6.06"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","2","1","1","1","0","0","0","0","1","95.00 ","0","0","1","0","1","100","10","10","10","10","10","8","1","0","0","0","0.19"
"1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","2","1","1","1","0","0","0","0","1","60.00 ","0","1","2","0","19","100","10","10","10","10","10","10","1","0","0","0","1.82"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","2","2","1","1","0","0","0","0","1","45.00 ","0","0","1","0","51","96","10","10","10","10","10","10","0","1","0","0","7.22"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","2","1","1","2","0","0","0","0","1","60.00 ","0","0","1","1","1","100","10","10","10","10","10","10","1","0","0","0","0.57"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","2","1.5","1","1","0","0","0","0","1","70.00 ","1","1","1","1","58","97","10","10","10","10","9","10","0","0","1","0","3.69"
"1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","4","1","1","2","0","0","0","0","1","100.00 ","0","1","1","0","10","100","10","10","10","10","10","10","1","0","0","0","2.11"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","4","1","2","2","0","0","0","0","1","125.00 ","0","1","1","0","22","96","10","10","10","10","10","9","0","0","1","0","2.29"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","3","1","2","2","0","0","0","0","1","100.00 ","0","0","1","0","3","93","10","10","10","10","10","10","0","1","0","0","0.23"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","2","1","1","1","0","0","0","0","1","60.00 ","0","1","1","1","1","80","10","8","10","10","6","8","0","0","1","0","0.06"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","2","1.5","1","1","0","0","0","0","1","58.00 ","0","0","1","0","12","87","9","9","9","9","8","8","0","1","0","0","4.29"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","1","1","1","1","0","0","0","0","1","45.00 ","1","1","2","0","1","80","8","4","10","10","10","8","0","1","0","0","0.48"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","2","1","1","1","0","0","0","0","1","47.00 ","1","1","1","0","6","97","10","10","10","10","9","10","1","0","0","0","3.83"
"1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","4","1","1","1","0","0","0","0","1","85.00 ","1","1","2","1","27","97","10","10","10","10","9","10","0","1","0","0","4.43"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","8","1.5","4","4","0","0","0","0","1","269.00 ","1","0","4","1","4","100","10","10","10","10","10","10","0","0","1","0","0.2"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","2","1.5","1","1","0","0","0","0","1","65.00 ","1","1","1","1","1","100","10","10","10","10","10","10","0","0","1","0","0.04"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","0","0","0","0","1","31.00 ","0","0","1","0","1","80","8","8","8","8","8","8","1","0","0","0","0.08"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","1","1","1","1","0","0","0","0","1","45.00 ","0","0","1","0","2","100","10","10","10","10","8","10","1","0","0","0","0.15"
