"host_is_superhost","identity_varified_host","Allston","Back Bay","Beacon Hill","Brighton","Charlestown","Dorchester","Downtown","East Boston","Fenway","Jamaica Plain","Mission Hill","North End","Other","Roslindale","Roxbury","South Boston","South Boston Waterfront","South End","is_apartment","is_condominium","is_house","is_other_type","is_Entire_home/apt","is_Private_room","is_shared_room","accommodates","bathrooms","bedrooms","beds","Airbed","Couch","Futon","Pull-out Sofa","Real Bed","price","is_deposit","is_clean_fee","guests_included","is_extra_people","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","Cancellation_policy_flexible","Cancellation_policy_moderate","Cancellation_policy_strict","Cancellation_policy_SuperStrict","reviews_per_month"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","4","1","1","2","0","0","0","0","1","200.00 ","0","1","1","0","23","97","10","10","10","10","10","9","0","0","1","0","1.73"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","4","1","2","2","0","0","0","0","1","279.00 ","0","1","4","0","4","100","10","10","10","10","10","10","0","0","1","0","1.13"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","1","1","1","1","0","0","0","0","1","135.00 ","0","1","1","1","163","88","9","9","9","9","10","9","0","1","0","0","3.92"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","4","1","2","2","0","0","0","0","1","240.00 ","1","1","4","1","26","96","10","10","10","10","10","9","1","0","0","0","2.4"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1.5","1","1","0","0","0","0","1","77.00 ","0","0","2","1","2","100","10","10","10","10","10","10","1","0","0","0","0.24"
"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2","1","1","1","0","0","0","0","1","175.00 ","0","1","1","0","24","100","10","9","10","10","10","10","0","0","1","0","6.61"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","6","1","2","2","0","0","0","0","1","238.00 ","0","1","4","1","9","96","10","9","10","10","9","9","1","0","0","0","0.68"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","3","1","1","1","0","0","0","0","1","161.00 ","1","1","1","0","3","93","9","10","10","10","9","9","0","0","1","0","1.73"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","2","2","1","1","0","0","0","0","1","149.00 ","0","1","2","0","12","100","10","10","10","10","10","10","0","1","0","0","8.78"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","5","1","2","5","0","0","0","0","1","300.00 ","0","1","2","1","4","90","9","9","10","10","9","7","0","0","1","0","0.29"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","6","2","2","3","0","0","0","0","1","177.00 ","1","1","1","0","27","93","9","9","9","9","9","9","0","1","0","0","3.08"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","4","1","1","1","0","0","0","0","1","240.00 ","0","1","1","0","1","100","10","10","10","10","10","10","1","0","0","0","1"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","2","1.5","1","1","0","0","0","0","1","125.00 ","1","1","1","1","3","93","9","10","9","9","9","9","0","1","0","0","0.84"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2","1.5","2","2","0","0","0","0","1","150.00 ","1","1","1","0","3","100","10","10","10","10","10","10","0","1","0","0","0.16"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2","1","0","1","0","0","0","0","1","122.00 ","1","1","1","0","20","84","9","9","9","9","10","8","0","0","1","0","1.14"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","2","1","1","1","0","0","0","0","1","170.00 ","0","1","1","0","1","100","10","10","10","10","10","8","0","0","1","0","0.7"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","4","1","2","2","0","0","0","0","1","199.00 ","0","1","1","0","2","90","9","7","10","10","8","9","1","0","0","0","0.15"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","4","1","2","1","0","0","0","0","1","160.00 ","0","1","2","1","6","90","10","10","10","10","9","9","0","1","0","0","0.49"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","4","1","1","1","0","0","0","0","1","200.00 ","0","1","1","0","25","95","10","10","10","10","10","9","0","0","1","0","1.66"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","4","1.5","2","2","0","0","0","0","1","200.00 ","1","1","2","1","4","93","10","9","10","10","10","10","0","0","1","0","0.41"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","2","1","2","2","0","0","0","0","1","350.00 ","1","1","1","0","3","100","10","10","10","10","10","10","1","0","0","0","0.63"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","4","1","1","2","0","0","0","0","1","215.00 ","0","1","2","1","2","80","9","10","10","10","10","10","0","0","1","0","1.09"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","2","1","1","1","0","0","0","0","1","130.00 ","0","1","1","1","103","90","9","8","9","9","10","9","0","1","0","0","2"
"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","2","1","1","1","0","0","0","0","1","183.00 ","0","1","2","0","135","97","10","9","10","10","10","10","0","0","1","0","4.41"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","8","1","2","2","0","0","0","0","1","188.00 ","1","1","4","1","22","98","10","10","10","10","10","10","0","0","1","0","3.61"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2","1","1","1","0","0","0","0","1","215.00 ","0","1","1","0","6","80","8","8","10","9","10","8","0","0","1","0","0.5"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","2","1","1","1","0","0","0","0","1","75.00 ","0","0","1","0","57","93","9","9","10","9","9","9","1","0","0","0","2.82"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","2","1","1","1","0","0","0","0","1","125.00 ","0","1","1","0","4","85","9","8","9","10","10","9","1","0","0","0","0.24"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","4","1","2","2","0","0","0","0","1","290.00 ","0","1","2","1","1","100","10","10","10","10","10","10","0","1","0","0","0.09"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2","1","1","1","0","0","0","0","1","215.00 ","1","1","1","0","16","99","10","10","10","10","10","9","0","1","0","0","1.41"
"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","5","1","1","1","0","0","0","0","1","250.00 ","1","1","2","1","9","98","10","10","10","10","10","10","0","0","1","0","0.84"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2","1","0","1","0","0","0","0","1","155.00 ","0","1","1","0","3","87","7","8","8","9","9","8","0","0","1","0","0.25"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2","1","2","1","0","0","0","0","1","200.00 ","1","1","1","0","6","100","10","10","10","10","10","10","0","0","1","0","0.37"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","2","1.5","1","1","0","0","0","0","1","119.00 ","1","1","1","1","6","93","10","10","10","10","9","9","0","0","1","0","1.13"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2","1","1","1","0","0","0","0","1","189.00 ","0","1","1","1","15","96","10","9","10","10","10","9","0","1","0","0","1.03"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","4","1","1","2","0","0","0","0","1","254.00 ","0","1","1","0","8","98","10","10","10","10","10","9","0","0","0","1","5.11"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2","1","0","1","0","0","0","0","1","137.00 ","0","1","1","0","1","80","8","10","10","10","10","8","0","0","1","0","0.28"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2","1","0","1","0","0","0","0","1","146.00 ","0","0","1","0","1","60","6","10","10","6","10","10","1","0","0","0","0.07"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","3","1","1","1","0","0","0","0","1","199.00 ","0","0","2","1","30","96","10","10","10","9","10","9","0","0","1","0","0.65"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2","1","0","1","0","0","0","0","1","150.00 ","0","1","1","0","5","80","9","9","9","8","10","8","0","0","1","0","0.34"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","2","1","1","1","0","0","0","0","1","99.00 ","0","1","1","0","11","100","10","10","10","10","10","10","0","0","1","0","0.92"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","4","1","0","1","0","0","0","0","1","175.00 ","0","1","1","0","35","91","10","9","10","10","9","9","0","0","1","0","1.5"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","6","2.5","1","3","0","0","0","0","1","350.00 ","0","0","1","1","12","86","10","10","9","10","10","9","0","0","1","0","0.33"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","2","1","1","1","0","0","0","0","1","299.00 ","0","0","1","0","1","100","10","10","10","10","8","10","0","0","1","0","1"
"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","4","1","1","2","0","0","0","0","1","130.00 ","1","1","1","0","43","95","10","10","10","10","9","9","0","1","0","0","4.33"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","3","1","1","1","0","0","0","0","1","160.00 ","0","1","1","0","9","98","10","10","10","10","10","9","0","0","1","0","0.31"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","4","1","1","2","0","0","0","0","1","220.00 ","1","1","1","1","4","60","5","7","5","9","9","7","1","0","0","0","0.63"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2","1","0","1","0","0","0","0","1","150.00 ","0","1","1","0","2","90","9","7","9","8","10","8","0","0","1","0","0.13"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","5","2.5","2","2","0","0","0","0","1","280.00 ","1","1","4","1","5","100","10","10","10","10","10","10","0","1","0","0","0.35"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2","1","0","1","0","0","0","0","1","150.00 ","0","1","1","0","4","85","9","9","9","9","10","8","0","0","1","0","0.35"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2","1","1","1","0","0","0","0","1","250.00 ","1","1","1","0","1","100","10","10","10","10","10","10","0","0","1","0","0.07"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","2","1","1","1","0","0","0","0","1","185.00 ","0","1","2","1","30","96","9","9","10","10","10","10","0","0","1","0","1.8"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2","1","1","1","0","0","0","0","1","140.00 ","0","1","1","1","24","88","9","9","10","10","9","9","0","0","1","0","2.17"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2","1","0","1","0","0","0","0","1","165.00 ","0","1","1","0","3","87","9","9","9","10","10","9","0","0","1","0","1.96"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","4","1","1","2","0","0","0","0","1","275.00 ","0","1","2","1","7","97","10","10","10","10","10","10","1","0","0","0","0.66"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","4","1","2","2","0","0","0","0","1","225.00 ","0","1","1","0","5","96","10","10","10","10","10","9","0","0","1","0","0.33"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","6","1.5","2","3","0","0","0","0","1","235.00 ","1","1","1","0","37","89","9","9","10","9","9","9","0","0","1","0","1.87"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","2","1","1","1","0","0","0","0","1","189.00 ","1","1","1","1","12","92","10","10","10","10","9","9","0","0","1","0","2.26"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","2","1","1","1","0","0","0","0","1","90.00 ","0","1","1","0","2","90","10","8","10","10","10","10","0","1","0","0","0.35"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","5","1","2","3","0","0","0","0","1","250.00 ","1","1","4","1","40","98","9","9","10","10","10","9","0","1","0","0","0.77"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2","1","0","1","0","0","0","0","1","195.00 ","0","1","1","0","4","70","8","6","8","9","10","8","0","1","0","0","0.97"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2","1.5","1","1","0","0","0","0","1","225.00 ","0","1","1","0","2","90","10","10","10","10","10","10","1","0","0","0","1.2"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","4","1","1","1","0","0","0","0","1","149.00 ","0","1","1","0","5","100","10","10","10","10","10","10","0","0","1","0","0.9"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","3","1","0","3","0","0","0","0","1","170.00 ","0","0","1","0","3","100","10","10","10","9","10","10","1","0","0","0","0.36"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","1","0","1","0","0","0","0","1","130.00 ","0","1","1","0","4","95","9","9","8","7","10","9","0","0","1","0","0.82"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","2","1","1","1","0","0","0","0","1","175.00 ","0","0","1","0","1","100","10","10","10","10","10","10","1","0","0","0","0.08"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","1","1","0","0","0","0","1","80.00 ","0","1","1","0","12","80","8","8","10","10","10","9","0","0","1","0","0.37"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","0","0","1","185.00 ","1","1","1","1","6","97","10","10","9","10","10","10","1","0","0","0","0.23"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","1","1","1","0","0","0","0","1","232.00 ","0","0","1","0","1","80","6","8","4","8","10","8","0","1","0","0","0.27"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","0","0","1","135.00 ","0","1","1","0","25","96","10","10","10","10","10","9","0","0","1","0","1.85"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","4","1","1","2","0","0","0","0","1","280.00 ","0","0","1","0","31","94","10","9","10","10","10","9","0","0","1","0","1.26"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","8","1","1","4","0","0","0","0","1","155.00 ","1","1","3","1","26","82","9","8","9","9","10","8","0","0","1","0","2.69"
"1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","4","1","1","1","0","0","0","0","1","150.00 ","0","1","1","0","15","96","10","10","10","10","10","10","1","0","0","0","2.18"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","4","1","2","2","0","0","0","0","1","239.00 ","0","0","1","0","14","82","9","8","10","10","10","8","0","0","1","0","2.68"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","1","0","0","0","0","0","0","1","199.00 ","1","1","2","1","21","93","10","9","9","10","10","10","0","0","1","0","1.74"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","1","0","1","0","0","0","0","1","160.00 ","0","1","1","0","7","83","9","9","9","9","10","8","0","0","1","0","0.5"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","1","0","0","0","0","0","0","1","199.00 ","1","1","2","1","17","86","9","9","10","10","10","9","0","0","1","0","1.52"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","1","0","1","0","0","0","0","1","150.00 ","0","1","1","0","2","80","10","8","9","10","10","9","0","0","1","0","0.43"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","1","0","1","0","0","0","0","1","150.00 ","0","1","1","0","6","93","10","10","10","9","10","9","0","0","1","0","0.65"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","1","0","1","0","0","0","0","1","150.00 ","0","1","1","0","6","100","10","10","10","10","10","10","0","0","1","0","0.62"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","1","0","1","0","0","0","0","1","148.00 ","0","1","1","0","1","100","10","8","10","10","10","10","0","0","1","0","0.56"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","1","1","1","0","0","1","0","0","160.00 ","0","1","1","0","1","60","8","10","10","10","10","10","0","0","1","0","0.09"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","6","2","2","3","0","0","0","0","1","300.00 ","1","1","1","0","4","100","10","10","10","10","10","10","0","1","0","0","0.31"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","3","1","0","2","0","0","0","0","1","160.00 ","0","0","3","1","13","95","10","10","10","10","10","9","0","0","1","0","1.31"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","5","1.5","2","3","0","0","0","0","1","363.00 ","0","1","1","0","15","92","8","9","10","9","10","8","0","1","0","0","0.66"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","2","1.5","1","1","0","0","0","0","1","105.00 ","1","1","1","1","20","88","9","9","10","10","10","9","0","1","0","0","4.23"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","1","1","1","0","0","0","0","1","185.00 ","0","1","1","0","82","96","9","10","10","10","10","9","0","1","0","0","5.34"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","3","1","1","1","0","0","0","0","1","219.00 ","0","1","1","0","1","80","8","8","8","10","10","6","0","0","1","0","0.19"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","6","1.5","2","4","0","0","0","0","1","350.00 ","0","0","1","0","1","100","10","10","10","10","10","10","0","0","1","0","1"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","5","2","2","3","0","0","0","0","1","232.00 ","0","1","1","0","22","92","9","10","9","9","10","9","0","0","1","0","1.24"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","1","1","1","0","0","0","0","1","180.00 ","1","1","1","0","85","97","9","10","10","10","10","9","0","1","0","0","6"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","4","1","1","2","0","0","0","0","1","189.00 ","1","1","2","1","8","86","9","9","9","9","10","9","0","0","1","0","0.74"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","5","2","2","3","0","0","0","0","1","298.00 ","0","1","1","0","16","94","9","10","10","10","10","9","0","0","1","0","0.92"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","5","1.5","2","3","0","0","0","0","1","363.00 ","0","1","1","0","12","92","9","9","9","9","10","9","0","1","0","0","0.4"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","5","2","2","3","0","0","0","0","1","276.00 ","0","1","1","0","13","92","9","9","10","10","10","9","0","0","1","0","0.81"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","2","1","0","1","0","0","0","0","1","199.00 ","1","1","2","1","26","85","9","9","9","9","10","9","0","0","1","0","2.16"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","2","1","1","1","0","0","0","0","1","135.00 ","0","1","1","1","2","100","9","10","10","10","10","9","0","0","1","0","2"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","1","1","0","0","0","0","1","107.00 ","0","0","1","0","1","100","10","10","10","10","10","10","0","0","1","0","1"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","3","1","0","2","0","0","0","0","1","150.00 ","0","0","1","0","13","98","10","10","10","10","10","10","1","0","0","0","5.27"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","5","1","1","2","0","0","0","0","1","285.00 ","0","1","2","1","3","93","10","9","10","9","10","10","0","0","1","0","0.71"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","4","1.5","2","2","0","0","0","0","1","385.00 ","0","1","1","0","3","87","10","10","10","9","10","9","0","0","1","0","0.19"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","3","1","0","1","0","0","0","0","1","110.00 ","0","0","1","0","2","100","10","8","10","10","10","10","0","1","0","0","0.21"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","2","1","1","1","0","0","0","0","1","120.00 ","0","0","1","0","1","100","10","10","10","10","10","10","1","0","0","0","0.61"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","3","1","1","1","0","0","0","0","1","163.00 ","1","1","2","1","31","78","9","8","9","9","10","8","0","0","1","0","5.89"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","3","1","1","2","0","0","0","0","1","298.00 ","0","1","1","0","5","92","10","10","8","10","10","9","0","1","0","0","0.21"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","5","1","1","2","0","0","0","0","1","225.00 ","0","1","2","1","1","80","8","8","6","8","8","6","0","0","1","0","0.54"
"1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","4","1","2","3","0","0","0","0","1","450.00 ","0","1","4","1","19","100","10","10","10","10","10","10","0","1","0","0","3.31"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","5","2","2","2","0","0","0","0","1","319.00 ","0","1","1","0","1","100","10","10","10","10","10","10","0","0","1","0","0.29"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","1","0","1","0","0","0","0","1","250.00 ","1","1","1","0","11","96","9","10","10","10","10","9","0","0","1","0","0.31"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","1","1","1","0","0","0","0","1","209.00 ","1","1","1","1","11","84","8","9","9","9","9","9","0","0","1","0","2.04"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","8","2","3","3","0","0","0","0","1","330.00 ","0","0","1","0","10","96","9","10","10","10","10","9","0","0","1","0","1.27"
"1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","2","1","1","1","0","0","0","0","1","150.00 ","0","1","1","0","13","100","10","10","10","10","10","10","0","1","0","0","2.35"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","3","1","1","1","0","0","0","0","1","200.00 ","1","1","1","0","68","95","10","9","10","9","10","9","0","0","1","0","2.81"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","7","1","1","3","0","0","0","0","1","105.00 ","1","1","3","1","20","93","9","9","9","10","10","9","0","0","1","0","2.29"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","5","2","2","3","0","0","0","0","1","363.00 ","0","1","1","0","3","80","9","9","10","9","10","8","0","1","0","0","0.17"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","2","1","1","1","0","0","0","0","1","151.00 ","0","1","1","1","71","93","9","9","10","10","10","9","0","1","0","0","6.07"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","1","1","1","0","0","0","0","1","207.00 ","0","1","1","1","3","100","10","10","10","10","10","10","0","1","0","0","0.58"
